product_id,field,extracted_text,final_verdict,agreement,n_models,should_be_consensus,offending_text,reason,vote_gpt-5.5-pro
198064,redo_desc_what_included,"1. Stand Up Paddle Board & Paddle
2. Rash vest / wetsuit
3. 2 hour Tour by qualified and experienced instructor
4. An experience you'll never forget!",WRONG_FIELD,1/1,1,redo_desc_other,An experience you'll never forget!,"This is generic marketing filler, not an item, service, or amenity included in the price.",WRONG_FIELD
198064,redo_desc_duration_text,1.5 - 2 hour Morning or Afternoon Tour (tide dependent),CORRECT,1/1,1,,,,CORRECT
198064,redo_desc_other,"Participant: $89 per person
*All ages welcome!*",CORRECT,1/1,1,,,,CORRECT
198064,redo_booking_what_to_bring,"1. Towel
2. Swimsuit
3. Hat & Sunglasses
4. Refreshments",CORRECT,1/1,1,,,,CORRECT
198064,redo_booking_inclusions,"1. Paddleboard & Paddle
2. Wetsuit (optional)
3. Rash vest
4. Sunblock",CORRECT,1/1,1,,,,CORRECT
198064,redo_booking_other,**Please note that all times are in NSW time zone (10 am in Byron is 9 am in Brisbane during summer)**,CORRECT,1/1,1,,,,CORRECT
198068,redo_desc_about,"Feel more Glide! Better surf awareness, ride better waves for longer rides (more wave time!), board control and turning the board.
# 3 days lesson package, develop a better understanding of waves and surfing.",CORRECT,1/1,1,,,,CORRECT
198068,redo_desc_what_included,Extra 1/2 days board hire included in the price.,CORRECT,1/1,1,,,,CORRECT
198068,redo_desc_duration_text,2.5 hours x three surf lessons,CORRECT,1/1,1,,,,CORRECT
198068,redo_desc_other,Participant: $215 per person. *All ages allowed*. Please note that all times are in NSW time zone (10 am in Byron is 9 am in Brisbane during summer). All group lessons include 1.5 - 2 hours of water time/beach time depending on conditions and the group.,CORRECT,1/1,1,,,,CORRECT
198068,redo_booking_what_to_bring,"Comfortable Shoes
Comfortable clothes
Towels
Sunscreen
A bottle of water
Big smile :)",CORRECT,1/1,1,,,,CORRECT
198068,redo_booking_other,**Please note that all times are in NSW time zone (10 am in Byron is 9 am in Brisbane during summer)**,CORRECT,1/1,1,,,,CORRECT
201040,redo_desc_about,"#Intimate guided walk through Puketi Forest, the ancient kauri rainforest (15,000 hectares) close to the Bay Islands. With over 360 indigenous species of plants, this subtropical rainforest is one of the most diverse in New Zealand. Learn to recognise and name some of the native trees: the mighty kauri, tawa, rimu, totara and nikau (New Zealand’s native palm tree) to mention just a few. Listen and maybe see the native birds: tui, fantail, pied tit, fernbird and kukupa. Spot the Northland green gecko and tusked weta. Experienced guides with a passion for conservation share their stories and knowledge: Learn more about the unique flora and fauna. Discover what’s threatening New Zealand’s subtropical rainforests: possums, stoats, ferrets and kauri dieback and what we can do to protect the eco system.",CORRECT,1/1,1,,,,CORRECT
201040,redo_desc_what_included,Bottled water and morning/afternoon tea,CORRECT,1/1,1,,,,CORRECT
201040,redo_desc_what_to_bring,"Backpack, good walking shoes, light jacket, hat and sunscreen",CORRECT,1/1,1,,,,CORRECT
201040,redo_desc_duration_text,3 hours,CORRECT,1/1,1,,,,CORRECT
201040,redo_desc_requirements,Fitness level: Light to moderate,CORRECT,1/1,1,,,,CORRECT
201040,redo_min_age,6,WRONG_FIELD,1/1,1,redo_desc_other,6,The raw text does not state a minimum age; this number comes from an age-based pricing category.,WRONG_FIELD
201040,redo_group_size,"Minimum 2 people, Maximum 6 people",CORRECT,1/1,1,,,,CORRECT
201040,redo_desc_other,"Adults (Ages 13+): $140
Children (Ages 6 to 12): $72
Children (Ages 5 and under): Free
Departure times: 9.30am or 2.30pm",CORRECT,1/1,1,,,,CORRECT
201040,redo_booking_what_to_bring,"Backpack, good walking shoes, light jacket, hat and sunscreen",CORRECT,1/1,1,,,,CORRECT
201040,redo_booking_inclusions,Bottled water and morning/afternoon tea,CORRECT,1/1,1,,,,CORRECT
201040,redo_booking_departure_info,Please note you must arrive 15 minutes prior to the tour departure.,CORRECT,1/1,1,,,,CORRECT
203555,redo_desc_about,"For the ultimate in beach fun, hire our giant Stand Up Paddleboard! Perfect for families, friends, kids day on the beach and parties. This 60 minute giant stand up paddle board experience is sure to give your group laughter, thrills and maybe some spills as you all try to coordinate moving the giant SUPsquatch along and try catching a wave. Get fit, have fun and adventure all in one!",CORRECT,1/1,1,,,,CORRECT
203555,redo_desc_highlights,"Giant stand up paddle board hire for up to 8 people
Great location in the protected corner of East Beach Port Fairy
Share the thrill of catching a wave with your mates",CORRECT,1/1,1,,,,CORRECT
203555,redo_desc_what_included,"- Giant stand up paddle board hire for up to 8 people
- Instruction and safety briefing
- Paddles",CORRECT,1/1,1,,,,CORRECT
203555,redo_desc_duration_text,60 minute,CORRECT,1/1,1,,,,CORRECT
203555,redo_desc_requirements,"- There is a weight limit of 1000kg on the giant SUP
- No more than 8 people are allowed on at one time.
- All participants MUST be able to swim.
- Kids under 14yrs must be accompanied and supervised by an adult.
- A basic to moderate fitness level is suggested.",WRONG_FIELD,1/1,1,redo_group_size,No more than 8 people are allowed on at one time.,This is a participant/group size limit rather than a participation requirement.,WRONG_FIELD
203555,redo_group_size,8,CORRECT,1/1,1,,,,CORRECT
203555,redo_booking_inclusions,"Giant stand up paddle board hire for up to 8 people
Instruction and safety briefing
Paddles",CORRECT,1/1,1,,,,CORRECT
203555,redo_booking_check_in,"Please print and sign [Go Surf Standard Participant Waiver.pdf](https://cdn.filestackcontent.com/GulX0M5ySV2b3psJm8Tw) to give to your instructor on the day of your first lesson. If you don't have access to a printer, spare forms will be available on the day.",WRONG_FIELD,1/1,1,redo_booking_before_arrival,Please print and sign [Go Surf Standard Participant Waiver.pdf]...,Printing and signing the waiver is an instruction to complete something before arrival.,WRONG_FIELD
203555,redo_booking_important_info,"- There is a weight limit of 1000kg on the giant SUP
- No more than 8 people are allowed on at one time.
- All participants MUST be able to swim.
- Do not take the SUPsquatch deeper than where participants can stand.
- Kids under 14yrs must be accompanied and supervised by an adult.
- Never dive off the SUPsquatch.
- A basic to moderate fitness level is suggested.",CORRECT,1/1,1,,,,CORRECT
203555,redo_booking_other,Rally up some friends and family to try out next-level paddle boarding! Up to 8 people can climb aboard the giant SUP and work together to explore the beautiful East Beach. It also acts as a fantastic jump-off board and viewing platform from which to spy on the wildlife below the water's surface.,CORRECT,1/1,1,,,,CORRECT
203933,redo_desc_about,"Sunset Sail — Moreton Bay
A peaceful sunset cruise featuring one complimentary drink per person and a grazing selection of fruit, cheeses, crackers, meats, olives, and sushi.",CORRECT,1/1,1,,,,CORRECT
203933,redo_desc_what_included,"one complimentary drink per person and a grazing selection of fruit, cheeses, crackers, meats, olives, and sushi.",CORRECT,1/1,1,,,,CORRECT
203933,redo_desc_duration_text,2 hours,CORRECT,1/1,1,,,,CORRECT
203933,redo_meeting_point,Moreton Bay,CORRECT,1/1,1,,,,CORRECT
203933,redo_desc_other,"Prices
Tickets: $99 per person
Private Charter (30 passengers): $2,500",CORRECT,1/1,1,,,,CORRECT
203933,redo_booking_what_to_bring,Please ensure you have your booking confirmation available for presentation to the crew upon boarding.,CORRECT,1/1,1,,,,CORRECT
203933,redo_booking_what_not_to_bring,"NO BYO alcoholic or non-alcoholic beverages — Aria Cruises operates as a licensed venue, and beverages are available for purchase on board.
NO LARGE BAGS — Due to limited storage capacity on the vessel, oversized bags cannot be accommodated.",CORRECT,1/1,1,,,,CORRECT
203933,redo_booking_location,"The Public Pontoon at Raby Bay Harbour Park
146–148 Shore Street West
Cleveland, QLD
Click [HERE](https://goo.gl/maps/w4ZTUDUNF6N2) for directions.
The departure point is located between the Cleveland Train and Bus Stations and the Raby Bay Harbour precinct.",CORRECT,1/1,1,,,,CORRECT
203933,redo_booking_departure_info,Passengers are required to be ready for boarding no later than 10 minutes prior to the scheduled cruise departure time.,CORRECT,1/1,1,,,,CORRECT
203933,redo_booking_important_info,"All Aria Cruises operations are subject to weather conditions, safety considerations, and operational requirements.
Accordingly, cruises may be postponed at any time. While cancellations or amendments are avoided wherever practicable, all decisions are made with the utmost regard for passenger safety, comfort, and the overall quality of the experience.
By proceeding with a booking and boarding the vessel, all passengers are deemed to have accepted Aria Cruises’ Terms and Conditions. These can be viewed [HERE](https://ariacruises.com/terms-and-conditions)
The booking holder is solely responsible for ensuring that all accompanying guests are fully informed of all relevant information, requirements, conditions, and updates prior to boarding.",WRONG_FIELD,1/1,1,redo_booking_cancellation,All Aria Cruises operations are subject to weather conditions... cruises may be postponed at any time.,Weather-related postponement and cancellation/amendment information belongs in the booking cancellation field.,WRONG_FIELD
203933,redo_booking_other,"Passengers are required to remove their shoes before boarding the vessel.
Please be aware that you will be on a moving vessel equipped with sails, rigging, and active ropes, and that sea water can be on the decks at any time. Passengers must maintain full situational awareness at all times, and alcohol must be consumed responsibly.
Guests are advised not to park within the Raby Bay Harbour Side Restaurant precinct, as vehicles have previously been towed at the owner’s expense. Aria Cruises accepts no responsibility or liability for any parking decisions made by passengers.
Free street parking is available in the surrounding area; however, guests must carefully observe all posted signage and any applicable local restrictions.
Recommended streets include Shore Street West, Bowspirit Parade, and Masthead Drive, Cleveland.",WRONG_FIELD,1/1,1,redo_booking_important_info,"Please be aware that you will be on a moving vessel equipped with sails, rigging, and active ropes... Passengers must maintain full situational awareness at all times, and alcohol must be consumed responsibly.",Safety rules and passenger conduct requirements belong in important information rather than the catch-all field.,WRONG_FIELD
207835,redo_desc_about,"Waimangu Round Trip starts in the Waimangu Valley and ends at Te Wairoa - The Buried Village at Lake Tarawera. The customer starts their Journey at the Waimangu Volcanic Valley administration office and travels down the Waimangu Valley and boards the boat to cross Lake Rotomahana to the Rotomahana jetty to meet the guide from Totally Tarawera and walks across the Rotomahana Isthmus to the Te Ariki Jetty. Guests board the boat Sophia and is hosted on board by decendents of Tuhourangi. The boat then travels across Lake Tarawera while hearing the stories of the Tuhourangi guides that hosted international visitors to the Pink & White Terraces before the eruption of Tarawera in 1886. The boat travels past Te Rata Bay and Hot Water Beach on route to Punaromia -The Landing, Lake Tarawera. Guests then disembark the boat and board the bus to take the 5 minute journey to Te Wairoa - The Buried Village.",WRONG_FIELD,1/1,1,redo_desc_itinerary,starts in the Waimangu Valley and ends at Te Wairoa... travels down the Waimangu Valley and boards the boat... The boat then travels... Guests then disembark,"The content is an ordered step-by-step route with named stops and sequence signals, so it belongs in the itinerary field rather than general about text.",WRONG_FIELD
210832,redo_desc_about,"All aboard for a pleasant evening's journey from Mt Barker to Strathalbyn while celebrating Christmas in July with a difference. The journey commences from Mount Barker station - a pleasant 20 minute drive from Adelaide along the South Eastern Freeway. Your ticket includes a twilight three-course dinner at a Strathalbyn hotel and return travel from Mt Barker. Leaving Mt Barker late afternoon, listen to our heritage steam locomotive, as it hauls the train up to the crest of the line at Philcox Hill and then winds down the eastern escarpment of the southern Mt Lofty Ranges, passing through several long abandoned station sites which bear testimony to the importance of this branch line a century ago. Crossing the Angas River you then enter the historic township of Strathalbyn where many Scottish migrants settled in the early 1800s, influencing the early architecture which is still evident today. The town is well worth a return visit during the day to explore its well stocked antique shops and cafes. Enjoy a country cooked meal, before returning to Mt Barker in the evening.",CORRECT,1/1,1,,,,CORRECT
210832,redo_desc_what_included,Your ticket includes a twilight three-course dinner at a Strathalbyn hotel and return travel from Mt Barker.,CORRECT,1/1,1,,,,CORRECT
210832,redo_desc_duration_text,Approx 5.5 hours,CORRECT,1/1,1,,,,CORRECT
210832,redo_desc_requirements,"Please advise when booking, of any dietary requirements",WRONG_FIELD,1/1,1,redo_desc_other,"Please advise when booking, of any dietary requirements",This is a booking instruction/general note rather than a participation restriction or requirement.,WRONG_FIELD
210832,redo_booking_departure_info,Please arrive at least 30 minutes before your departure time.,CORRECT,1/1,1,,,,CORRECT
210832,redo_booking_before_arrival,"During the week prior to your trip, we will send you another email with your carriage and seat allocation.",WRONG_FIELD,1/1,1,redo_booking_other,"During the week prior to your trip, we will send you another email with your carriage and seat allocation.","This is pre-trip information from the operator, not something the customer must do before arrival.",WRONG_FIELD
210832,redo_booking_contact,"TAX INVOICE
Australian Railway Historical Society (SA Div) Inc. trading as SteamRanger Heritage Railway
ABN: 36 611 842 947",WRONG_FIELD,1/1,1,redo_booking_other,"TAX INVOICE
Australian Railway Historical Society (SA Div) Inc. trading as SteamRanger Heritage Railway
ABN: 36 611 842 947","This is tax invoice/legal supplier information, not contact details or contact instructions.",WRONG_FIELD
213631,redo_desc_about,"Combine our tour through the sports precinct, stop off at a cafe inside the MCG before finishing off in the interactive Australian Sport Museum.
Starting from the heart of the city we walk along the Yarra River into Melbourne’s world famous sporting precinct exploring over 150 years of sports history ranging from the Olympics, cricket, Australian football, rugby, tennis through to horseracing, F1, surfing and golf.
Take a break at a cafe inside the MCG styled on Melbourne’s famous coffee scene and enjoy a beverage and something sweet as you look out on to the famous arena.
You will finish with a guided tour inside the amazing Australian Sports Museum. Dedicated to all Australian sports, it is no ordinary museum and is unlike any other sports museum in the world. It has recently undergone a multi-million dollar transformation to make it more interactive and to update all of its exhibitions.",CORRECT,1/1,1,,,,CORRECT
213631,redo_desc_what_included,"- Explore the Australian Sports Museum, a sports experience like no other covering Olympics, Cricket, Football, the history of the MCC and a myriad of Australian sports, as well as an interactive section where the whole family can experience a range of sports first hand
- Visit the Melbourne Cricket Ground, the beating heart of the city
- Wander through Melbourne Park and Rod Laver Arena and learn about the history of the Australian Open
- Visit venues that host Australian Rules football, soccer, tennis, rowing, rugby league, and more
- Learn about Melbourne's range of world class events such as the Melbourne Cup, F1 Grand Prix, MotoGP, and Bells Beach Surf Pro
- Discover why Melbourne has been voted the Sporting Capital of the World",CORRECT,1/1,1,,,,CORRECT
213631,redo_desc_what_excluded,"- Gratuties
- Refreshments
- As all stadiums are multi-purpose access is not always guaranteed if events are on. Guests will be notified of any changes to the itinerary at the time of booking
Note Rod Laver Arena is not a functioning tennis court but we do visit the Australian open venue and precinct",WRONG_FIELD,1/1,1,redo_desc_other,"As all stadiums are multi-purpose access is not always guaranteed if events are on. Guests will be notified of any changes to the itinerary at the time of booking
Note Rod Laver Arena is not a functioning tennis court but we do visit the Australian open venue and precinct","This is venue-access and itinerary caveat information, not an item or cost excluded from the base price.",WRONG_FIELD
213631,redo_desc_what_to_bring,"Comfortable walking shoes
Sun protection
Water",CORRECT,1/1,1,,,,CORRECT
213631,redo_desc_duration_text,3.5hrs,CORRECT,1/1,1,,,,CORRECT
213631,redo_desc_requirements,Wheelchair and stroller accessible,WRONG_FIELD,1/1,1,redo_desc_other,Wheelchair and stroller accessible,Accessibility information is not a participation requirement or restriction.,WRONG_FIELD
213631,redo_desc_check_in,"We recommend supplying a mobile / cell number connected to WhatsApp. Your guide will send meeting instructions, including a helpful video.
Arrive 10 minutes before the starting time as the tour begins at the advertised time.",WRONG_FIELD,1/1,1,redo_desc_other,"We recommend supplying a mobile / cell number connected to WhatsApp. Your guide will send meeting instructions, including a helpful video.
Arrive 10 minutes before the starting time as the tour begins at the advertised time.",This gives pre-tour contact and timing information rather than actions to complete on arrival.,WRONG_FIELD
213631,redo_max_age,99,CORRECT,1/1,1,,,,CORRECT
213631,redo_group_size,16,CORRECT,1/1,1,,,,CORRECT
213631,redo_meeting_point,"Melbourne, Victoria",CORRECT,1/1,1,,,,CORRECT
213631,redo_desc_other,"Adults (17+) - $120
Children (5-16) - $80
Infants (0-4) – free",CORRECT,1/1,1,,,,CORRECT
213631,redo_booking_location,Transport Bar located at Federation Square on the corner of Princes Bridge.,CORRECT,1/1,1,,,,CORRECT
213631,redo_booking_check_in,Look out for your guide who will be spinning a tennis ball.,CORRECT,1/1,1,,,,CORRECT
213631,redo_booking_departure_info,Please arrive 10 minutes before your tour time.,CORRECT,1/1,1,,,,CORRECT
218988,redo_desc_about,Explore Lamington National Park and Tamborine Mountains with Bums on Seats Tours. We will take a drive to Mount Tamborine and stop for coffee and to visit the local alpacas. Short Stop on Gallery Walk and then drive to the picturesque Lamington National Park where you will enjoy a birds eye view from one of 9 suspension bridges at O'Reilly's Tree Top Walk. Boasting spectacular views the O'Reillys Cafe will be where we will stop for lunch and then we will go see the amazing waterfall. This is designed for guests who are comfortable with long walks and scenic drives through mountain ranges.,CORRECT,1/1,1,,,,CORRECT
218988,redo_desc_what_to_bring,"Comfy shoes, layered clothing, deodorant and a good sense of humour required.",CORRECT,1/1,1,,,,CORRECT
218988,redo_desc_duration_text,9 hours,CORRECT,1/1,1,,,,CORRECT
218988,redo_group_size,Minimum 3 pax,CORRECT,1/1,1,,,,CORRECT
218988,redo_meeting_point,Lamington National Park QLD; Mount Tamborine QLD,WRONG_FIELD,1/1,1,redo_desc_highlights,Lamington National Park QLD; Mount Tamborine QLD,"These are destinations or attractions visited on the tour, not the place where customers meet before the activity starts.",WRONG_FIELD
218988,redo_desc_other,$299,CORRECT,1/1,1,,,,CORRECT
218988,redo_booking_inclusions,Hotel pick up is included.,CORRECT,1/1,1,,,,CORRECT
218988,redo_booking_before_arrival,Your tour guide will be in touch prior to your tour to confirm your pick up location.,CORRECT,1/1,1,,,,CORRECT
224521,redo_desc_about,"Get out in the fresh air and jump on a powerful Scott or Trek Electric mountain bike, with pedal assist modes we can RIDE FASTER, CLIMB HIGHER & RIDE FURTHER than ever before! Come join us on a relaxing guided tour. The views along the way truly are special and you will feel like you are pedaling in a real life postcard. Get some great exercise! If you begin to get tired, turn on your turbo mode and feel the power! This tour provides continuous uninterrupted views of our magnificent harbor and the further you go the better the views get! This tour requires basic fitness level and is suitable for all fitness levels and abilities. Your local guide will share commentary on the area and give lots of photo stops.
# The best way to explore Akaroa and its surrounds while keeping active!",WRONG_FIELD,1/1,1,redo_desc_requirements,This tour requires basic fitness level and is suitable for all fitness levels and abilities.,"Fitness level participation information belongs under requirements, not the general about description.",WRONG_FIELD
224521,redo_desc_what_included,"- Latest model Scott pedal-assist performance mountain bike
- Helmet, gloves, high visibility vest, comfortable riding back pack, phone holster",CORRECT,1/1,1,,,,CORRECT
224521,redo_desc_duration_text,1.5-2 hours,CORRECT,1/1,1,,,,CORRECT
224521,redo_desc_requirements,This tour requires basic fitness level and is suitable for all fitness levels and abilities.,CORRECT,1/1,1,,,,CORRECT
224521,redo_desc_other,*$125,CORRECT,1/1,1,,,,CORRECT
224521,redo_booking_what_to_bring,"Bottled water ( reusable bottle if possible)
Light Rain Jacket
Sunscreen
Snacks ( optional)
Camera ( optional)
Medication ( optional)",CORRECT,1/1,1,,,,CORRECT
224521,redo_booking_location,Our office is located at THE COMMON CAFE main street of Akaroa,CORRECT,1/1,1,,,,CORRECT
224521,redo_booking_check_in,On the day if you are late or lost please let us know as our tours run to a strict schedule. +64211564591.,WRONG_FIELD,1/1,1,redo_booking_contact,On the day if you are late or lost please let us know as our tours run to a strict schedule. +64211564591.,"This is a contact instruction for late or lost guests, not an arrival check-in action.",WRONG_FIELD
224521,redo_booking_contact,"We also have wassap, viber, facetime if you do not have a NZ sim card. We are mainly out of cell phone reception so please email us for a quick response
contact@akaroaebikes.com",CORRECT,1/1,1,,,,CORRECT
224521,redo_booking_other,"Comfortable active wear- easy to take on and off layers!
Sports shoes.
Please read through this information to ensure you are prepared for your adventure with us!",WRONG_FIELD,1/1,1,redo_booking_what_to_bring,Comfortable active wear- easy to take on and off layers! Sports shoes.,"Clothing and footwear to wear belong under what to bring, not booking other.",WRONG_FIELD
229250,redo_desc_about,"Ultimate Watersports offers a premier Wakeboarding Hire experience for water enthusiasts of all levels with lessons and tips included. Experience the rush of Wakeboarding like never before with Ultimate Watersports’ Wakeboarding experiences behind our jetski in Perth! For those more experienced, hone your skills to throw your tantrums and front rolls on our jetski wake!",CORRECT,1/1,1,,,,CORRECT
229250,redo_booking_important_info,This activity requires an observer to meet regulations. You must be able to supply a person above the age of 16 to perform the duties of the observer for the booking to be able to proceed.,CORRECT,1/1,1,,,,CORRECT
229491,redo_desc_about,"Sparsely populated - save for the wildlife who call this rugged coastline home - the Catlins in the southern tip of the South Island offers views of some of New Zealand’s most stunning natural beauty. Your tour begins at 8am from your accommodation as we head south along the Southern Scenic route, through the sea-side village of Brighton before stopping for photos at the mouth of the mighty Taieri River. Continuing on you will go through Waihola and Balclutha before arriving in Owaka, the gateway to the Catlins. Your first short walk takes you to Nugget Point, the most iconic landform of the Otago Coastline. From here you will see the several rugged rocks likened to gold nuggets where NZ fur seals and many NZ seabirds can be viewed. If you visit between December and February there is always the chance of seeing a huge Elephant Seal from the viewing platform. Continuing south our next stop is at a picturesque bay known to be a favourite haul-out site for the rarest sea lion in the world, the New Zealand sea lion. After being hunted to near extinction, only about 200 remain on the mainland. Stand in awe of their magnificence, you’ll be as close as 10 metres from one of these wonderful marine mammals. Driving through native coastal rainforest surrounded by ancient trees your next short walk takes you to the highest waterfall in the Catlins. Your guide will introduce you to several native bush birds and native plants before you arrive at the McLean Falls, arguably the most spectacular of all the waterfalls in the Catlins. Further south you will get the opportunity to look for one of the rarest and smallest dolphins in the world – the Hectors dolphin. The nutrient-rich waters attract this dolphin to become resident in one of the bays on the Catlins coast during the warmer months. You will be taken to the best vantage points to look for these dolphins while your guide prepares light refreshments. Your last stop is at a 180 million year old petrified forest that is reveale",WRONG_FIELD,1/1,1,redo_desc_itinerary,Your tour begins at 8am from your accommodation as we head south along the Southern Scenic route... Your last stop is at a 180 million year old petrified forest,"This is an ordered, time/stop-based sequence of the tour rather than general overview prose.",WRONG_FIELD
229491,redo_desc_what_included,"Tour includes guide, vehicle and Department of Conservation fees only.",CORRECT,1/1,1,,,,CORRECT
229491,redo_desc_what_excluded,Lunch is not included however we’ll make a stop in the township of Owaka where there are several options.,CORRECT,1/1,1,,,,CORRECT
229491,redo_desc_itinerary,Departure Time- 7:30am inside Port Chalmers or from all centrally located accommodation. Return Time- 5:30pm.,WRONG_FIELD,1/1,1,redo_desc_other,Departure Time- 7:30am inside Port Chalmers or from all centrally located accommodation. Return Time- 5:30pm.,"Departure and return timing alone are general logistical information, not a step-by-step itinerary during the experience.",WRONG_FIELD
229491,redo_desc_what_to_bring,"On fine days shorts or light trousers and everyday shirts are fine however we advise that you come prepared in case there is a ‘Southerly Change’. To do this, wear three layers on top and bring a waterproof jacket. Wear shorts or light trousers (avoid denim and cotton) and good footwear. Feel free to bring a small backpack with snacks and a water bottle.",CORRECT,1/1,1,,,,CORRECT
229491,redo_desc_duration_text,10 Hours,CORRECT,1/1,1,,,,CORRECT
229491,redo_group_size,1-6 People,CORRECT,1/1,1,,,,CORRECT
229491,redo_meeting_point,inside Port Chalmers or from all centrally located accommodation,CORRECT,1/1,1,,,,CORRECT
229491,redo_desc_other,$850,CORRECT,1/1,1,,,,CORRECT
229491,redo_booking_what_to_bring,snacks/drinks,CORRECT,1/1,1,,,,CORRECT
229491,redo_booking_departure_info,Our guide will pick you up from your accommodation at 8am.,CORRECT,1/1,1,,,,CORRECT
229491,redo_booking_other,There are a few short walks we take during the tour so please wear good footwear and warm clothing including a waterproof jacket.,WRONG_FIELD,1/1,1,redo_booking_what_to_bring,please wear good footwear and warm clothing including a waterproof jacket,"Instructions on what to wear or bring belong in the booking what-to-bring field, not booking other.",WRONG_FIELD
231203,redo_desc_about,"Enjoy our story of the Northern Royal Albatross, followed by a short movie by Natural History NZ then a visit to potential viewing areas on Taiaroa Head.",CORRECT,1/1,1,,,,CORRECT
231203,redo_desc_what_included,"A 60 minute fully guided tour; short film, presentation on the albatross breeding cycle, short walk up the hill for viewing from our exclusive glassed observatory to view the albatross and any other wildlife.",CORRECT,1/1,1,,,,CORRECT
231203,redo_desc_what_to_bring,Please bring warm and waterproof clothes.,CORRECT,1/1,1,,,,CORRECT
231203,redo_desc_duration_text,1 hour,CORRECT,1/1,1,,,,CORRECT
231203,redo_desc_check_in,Please check in 15 minutes prior to the tour departure time to confirm your arrival.,CORRECT,1/1,1,,,,CORRECT
231203,redo_meeting_point,Royal Albatross Centre,CORRECT,1/1,1,,,,CORRECT
231203,redo_desc_other,"The Royal Albatross Centre is located at the tip of the Otago Peninsula, a 50 minute scenic drive from the Dunedin city. Make sure you allow time to enjoy a delicious meal in the Toroa Cafe open all day. Photography is allowed on our tours, but no flash. Viewing the albatross is behind a one way glass system to reduce our disturbance on the albatross and wildlife. The weather at Taiaroa Head can prevail.",CORRECT,1/1,1,,,,CORRECT
231203,redo_booking_what_to_bring,"Layers and warm clothing
Sensible footwear
Camera
Binoculars (limited pairs available to share in observatory)
We have raincoats available on tour",WRONG_FIELD,1/1,1,redo_booking_inclusions,We have raincoats available on tour,"This describes an item provided by the operator, not something the customer should bring.",WRONG_FIELD
231203,redo_booking_what_not_to_bring,Flash photography is not permitted on our tours.,CORRECT,1/1,1,,,,CORRECT
231203,redo_booking_inclusions,"Cafe, giftshop and information gallery are all available at the Royal Albatross Centre.",WRONG_FIELD,1/1,1,redo_booking_other,"Cafe, giftshop and information gallery are all available at the Royal Albatross Centre.",These are venue amenities/general information rather than items or services included in the tour price.,WRONG_FIELD
231203,redo_booking_other,"Spend the rest of the day exploring all the Otago Peninsula has to offer; join a tour with Monarch Wildlife Cruises, The Opera, Larnach Castle or Blue Penguins Pukekura.",CORRECT,1/1,1,,,,CORRECT
233736,redo_desc_about,"This River & Canal cruise is ideal for medium sized groups of 15-45 passengers. Social clubs, Celebrations, Corporate Functions etc. We can structure this cruise to suit your needs. Perhaps adding a cocktail is more to your liking! Being fully licenced now gives you an even wider range of options to choose from! A few drinks, nibbles, sun setting, and just enjoy cruising the river and canal systems of Mooloolaba & Minyama. Imagine enjoying the warm sun while you sit on the back deck or up on the bean bags up front. There is simply nothing else that compares to being on the water in comfort and style. Take in the moments! We'll provide the Boat, Skipper and Crew- you provide the people, and fun!",CORRECT,1/1,1,,,,CORRECT
233736,redo_desc_what_included,"We'll provide the Boat, Skipper and Crew- you provide the people, and fun!",CORRECT,1/1,1,,,,CORRECT
233736,redo_desc_what_excluded,Any breakages and damage must be paid for.,CORRECT,1/1,1,,,,CORRECT
233736,redo_desc_duration_text,3 Hours,CORRECT,1/1,1,,,,CORRECT
233736,redo_desc_requirements,"The consumption of alcohol and behaviour of all passengers, on any of our cruises, are monitored and we reserve the right to terminate the cruise in the event of unduly intoxicated or disorderly behaviour.",CORRECT,1/1,1,,,,CORRECT
233736,redo_group_size,15-45,CORRECT,1/1,1,,,,CORRECT
233736,redo_booking_contact,"If, in the meantime you have any questions, please do not hesitate to contact us.",CORRECT,1/1,1,,,,CORRECT
233736,redo_booking_other,"You will receive a further email approximately 5 days prior to your booking outlining departure details, what to bring, etc. If you could please advise your guests accordingly.
We will also be in contact by phone to go over all the final details and collect payment.
We look forward to having you on board Crusader 1.",WRONG_FIELD,1/1,1,NONE,We look forward to having you on board Crusader 1.,This is pure filler/sign-off content and should not have been extracted.,WRONG_FIELD
234331,redo_desc_about,"Enjoy a choice of two reef locations, classic yacht and a friendly professional team to look after you. You are in for an exceptional Great Barrier Reef adventure with Rum Runner who specializes in Cairns Great Barrier Reef experiences, catering to swimmers and snorkelers, those wanting to try an introductory dive (no experience necessary) and certified scuba divers of all experience levels.
So keep a close eye on our booking page for our departure dates during the week.
Each site your dive will be unique, allowing you to explore vast coral gardens, walls and isolated pinnacles, while amazing you with the sheer diversity and colour of marine life.
The first site allows for unlimited snorkel and dive time of up to 120 minutes.
If you can make your tank last that long, go for it!
Or if you’re quick on your air, come back for a short refill and jump back in.
We will let you know what time you need to be back for lunch.
The second site we visit is a unique Sand Cay in the middle of a vast Coral Garden.",WRONG_FIELD,1/1,1,redo_desc_other,So keep a close eye on our booking page for our departure dates during the week.,"This is a booking instruction/general operational note, not descriptive overview prose about what the experience is.",WRONG_FIELD
234331,redo_desc_highlights,2 different dive and snorkel sites,CORRECT,1/1,1,,,,CORRECT
234331,redo_desc_what_included,Tour includes dive quality masks and fins. Wetsuits are available in all sizes and include 3mm full length.,CORRECT,1/1,1,,,,CORRECT
