product_id,supplier,RAW description (source),RAW booking notes (source),About,Highlights,What's Included,What's NOT Included,Itinerary,FAQs,What to Bring,Duration,Requirements,Cancellation Policy,Check-in,Min Age,Max Age,Group Size,Meeting Point,Other (description),Booking: What to Bring,Booking: What NOT to Bring,Booking: Inclusions,Booking: Location,Booking: Check-in,Booking: Departure Info,Booking: Itinerary,Booking: Important Info,Booking: Cancellation,Booking: FAQs,Booking: Before Arrival,Booking: Contact,Other (booking)
637564,,"duration: 6 Hours
cancellation_summary: Cancellations by the operator allow a reschedule or full refund; customer cancellations incur a 50% fee within 7 days, 100% within 48 hours—waivers may apply.
meeting_point: Leven River Cruises 
description: Discover Tasmania’s hidden gem—Leven Canyon: epic views, fresh mountain air, and a scenic escape just a short walk away!

Tucked away in the heart of the northwest mountain ranges, where rolling farmlands meet untamed wilderness, lies one of Tasmania’s best-kept secrets – Leven Canyon. This awe-inspiring limestone ravine, carved over millennia by the powerful River Leven, offers visitors a chance to witness raw natural beauty in all its glory – and all within an easy 20-minute walk.

Whether you're a passionate photographer, a nature enthusiast, or simply looking to breathe in some fresh mountain air, Leven Canyon delivers unforgettable views from the cliff-top lookouts, plunging over 300 meters to the river below.

Get ready to disconnect from the hustle and reconnect with nature. Whether you're chasing panoramic views, keen for a peaceful walk, or looking to add a scenic highlight to your Tassie adventure, our Leven Canyon tour is a perfect choice. Snack Sack Surprise, Lunch and Water.
what_is_included:",,"Discover Tasmania’s hidden gem—Leven Canyon: epic views, fresh mountain air, and a scenic escape just a short walk away!

Tucked away in the heart of the northwest mountain ranges, where rolling farmlands meet untamed wilderness, lies one of Tasmania’s best-kept secrets – Leven Canyon. This awe-inspiring limestone ravine, carved over millennia by the powerful River Leven, offers visitors a chance to witness raw natural beauty in all its glory – and all within an easy 20-minute walk.

Whether you're a passionate photographer, a nature enthusiast, or simply looking to breathe in some fresh mountain air, Leven Canyon delivers unforgettable views from the cliff-top lookouts, plunging over 300 meters to the river below.

Get ready to disconnect from the hustle and reconnect with nature. Whether you're chasing panoramic views, keen for a peaceful walk, or looking to add a scenic highlight to your Tassie adventure, our Leven Canyon tour is a perfect choice. Snack Sack Surprise, Lunch and Water.",,,,,,,6 Hours,,"Cancellations by the operator allow a reschedule or full refund; customer cancellations incur a 50% fee within 7 days, 100% within 48 hours—waivers may apply.",,,,,Leven River Cruises,,,,,,,,,,,,,,
458669,,"duration: 3+ hours
description: Spirit of Darwin Territory Day Fireworks Cruise

Get ready for an enchanting Wednesday night under the stars as Darwin Harbour lights up with the magic of Territory Day fireworks!

Celebrate from the best seat in the harbour — with no sand, no crowds, and no stress. Enjoy a reserved table for your group, cold drinks from the bar, onboard toilets, easy parking, and amazing fireworks views.

We’ll cruise through Darwin Harbour with live commentary, serve a delicious buffet dinner, then anchor near Mindil Beach for the official fireworks display. Dessert will be served on the way back to Stokes Hill Wharf.

Join in the fun with our lucky number raffle for a chance to win cash prizes, all supporting the wonderful work of Variety - the Children's Charity.

Come aboard for a fun, feel-good night filled with fireworks, harbour views, great food, and memories to last a lifetime.

What’s Included
Reserved table for your group
Buffet dinner and dessert
Cold drinks available from the bar
Onboard toilets
Lucky number raffle
Easy parking and no sand in your shoes
check_in_details: Boarding is at 5:30pm
Dock 2 Stokes Hill Wharf 

returning around 9pm.",,"Spirit of Darwin Territory Day Fireworks Cruise

Get ready for an enchanting Wednesday night under the stars as Darwin Harbour lights up with the magic of Territory Day fireworks!

Celebrate from the best seat in the harbour — with no sand, no crowds, and no stress. Enjoy a reserved table for your group, cold drinks from the bar, onboard toilets, easy parking, and amazing fireworks views.

We’ll cruise through Darwin Harbour with live commentary, serve a delicious buffet dinner, then anchor near Mindil Beach for the official fireworks display. Dessert will be served on the way back to Stokes Hill Wharf.

Join in the fun with our lucky number raffle for a chance to win cash prizes, all supporting the wonderful work of Variety - the Children's Charity.

Come aboard for a fun, feel-good night filled with fireworks, harbour views, great food, and memories to last a lifetime.

Cold drinks available from the bar
Easy parking and no sand in your shoes",,"Reserved table for your group
Buffet dinner and dessert
Onboard toilets
Lucky number raffle",,,,,3+ hours,,,"Boarding is at 5:30pm
Dock 2 Stokes Hill Wharf
returning around 9pm.",,,,,,,,,,,,,,,,,,
466438,,"(Do not book if you have a fear of enclosed spaces)

Duration

##About
Mobile Escape Room Port Macquarie

Welcome to the Dark Room, our mobile Escape Room in Port Macquarie, Australia which we bring to you. It can be hired for events , parties, weddings, private functions, birthdays, teambuilding, markets and more.

The Dark Room - 

Alfred Nottingham was a retired Private Investigator with a keen passion for photography, but little did he know that one day his past would catch up with him along with the case he never solved.

Alfred was close to capturing the CEO of Dietrich Holdings and finding out how he was using the company as a front for crimes across the world, with their main headquarters right here in Port Macquarie.

Before Nottingham could piece together the final parts of the puzzle he mysteriously disappeared. Did he know too much? Did he get too close?.t's your job to find out and finish what Nottingham started.

Level: Hard ( 🔍🔍🔍)

Minimum players: 2

Time: 30 Minutes

Cost: $20 Per person 

Size: 1.2 x 1.2 x 2.2m (Do not book if you have a fear of enclosed spaces)

##Duration
30 Minutes",##Thank you for booking with us!,"Mobile Escape Room Port Macquarie

Welcome to the Dark Room, our mobile Escape Room in Port Macquarie, Australia which we bring to you. It can be hired for events , parties, weddings, private functions, birthdays, teambuilding, markets and more.

The Dark Room - 

Alfred Nottingham was a retired Private Investigator with a keen passion for photography, but little did he know that one day his past would catch up with him along with the case he never solved.

Alfred was close to capturing the CEO of Dietrich Holdings and finding out how he was using the company as a front for crimes across the world, with their main headquarters right here in Port Macquarie.

Before Nottingham could piece together the final parts of the puzzle he mysteriously disappeared. Did he know too much? Did he get too close?.t's your job to find out and finish what Nottingham started.

Level: Hard ( 🔍🔍🔍)

Size: 1.2 x 1.2 x 2.2m",,,,,,,30 Minutes,"Minimum players: 2
Do not book if you have a fear of enclosed spaces",,,,,,,Cost: $20 Per person,,,,,,,,,,,,,
317115,,"description: ##Rate

Adult (17+ years old) - A$20

Child (12 - 16 years old) - A$15

Concession (Student ID / Senior card required) - A$18

Family | 4 Admissions (Suitable for 2 adults and 2 children or 1 adult and 3 children) - A$60

______________________

##DETAILS
• Time: 6 pm - 7 pm
• Availability: Friday 09 July
• Capacity: 30 persons max
• Minimum Age: 12 years
• Bookings: Online only and essential
• Pop Culture: Dinosaurs in Film and TV Night Tour
• Explore the National Dinosaur Museum at night with our new and exclusive tour – Pop Culture: Dinosaurs in Film in TV
• Join our passionate guides to debate which is the greatest or worst dinosaur movie or TV series ever made.
• Discover little known facts about how dinosaur movies reflect contemporary culture.
See which of our Museum exhibits have featured in film and TV
• Please note this tour has a minimum age requirement of 8 years, if you have younger children check out our special Junior Paleo tours for the younger generation aged 4 -10 years HERE.
• Buy your ticket online today to skip the queue!","##Check-in

6 Gold Creek Road, Nicholls, ACT 2913","• Time: 6 pm - 7 pm
• Availability: Friday 09 July
• Capacity: 30 persons max
• Pop Culture: Dinosaurs in Film and TV Night Tour
• Explore the National Dinosaur Museum at night with our new and exclusive tour – Pop Culture: Dinosaurs in Film in TV
• Join our passionate guides to debate which is the greatest or worst dinosaur movie or TV series ever made.
• Discover little known facts about how dinosaur movies reflect contemporary culture.
See which of our Museum exhibits have featured in film and TV",,,,,,,,"• Minimum Age: 12 years
• Please note this tour has a minimum age requirement of 8 years",,,,,,,"Adult (17+ years old) - A$20
Child (12 - 16 years old) - A$15
Concession (Student ID / Senior card required) - A$18
Family | 4 Admissions (Suitable for 2 adults and 2 children or 1 adult and 3 children) - A$60
Bookings: Online only and essential
if you have younger children check out our special Junior Paleo tours for the younger generation aged 4 -10 years HERE.
Buy your ticket online today to skip the queue!",,,,"6 Gold Creek Road, Nicholls, ACT 2913",,,,,,,,,
419423,,"#Come Ride With Us!

##Duration
Four Days

##About
Take in an adventure at the beach, or in the forest and explore what this vibrant community has to offer. With an endless selection of cafes, restaurants, breweries and vineyards in the area, a whole day can easily be spent taking in the sights and sounds… all on a bike!

##What's included
Bike
Helmet
Lock
Cycle trail map and guide
Personalised advice where to go

##What to bring
Closed in shoes
Sunscreen
Camera / phone
Water bottle / snacks","Thank you for hiring a bike through Life Cycle Bikes -- Margaret River!

To ensure you have a wonderful experience with us, please note the following:

All bike hire customers are required to sign the in-store indemnity clause before taking their hire bikes. You will also be require to provide a physical (not digital) copy of your proof of ID (passport or driver's licence) as well as a valid credit card (debit card not accepted).

Note that our electric assist bikes have a limited range of 30-60km max (varies depending on model, riding style and level of assist used). Our suggested riding loops take this into account and we strong encourage you to follow our suggested loop.","Take in an adventure at the beach, or in the forest and explore what this vibrant community has to offer. With an endless selection of cafes, restaurants, breweries and vineyards in the area, a whole day can easily be spent taking in the sights and sounds… all on a bike!",,"Bike
Helmet
Lock
Cycle trail map and guide
Personalised advice where to go",,,,"Closed in shoes
Sunscreen
Camera / phone
Water bottle / snacks",Four Days,,,,,,,,,,,,,All bike hire customers are required to sign the in-store indemnity clause before taking their hire bikes. You will also be require to provide a physical (not digital) copy of your proof of ID (passport or driver's licence) as well as a valid credit card (debit card not accepted).,,,"Note that our electric assist bikes have a limited range of 30-60km max (varies depending on model, riding style and level of assist used). Our suggested riding loops take this into account and we strong encourage you to follow our suggested loop.",,,,,"To ensure you have a wonderful experience with us, please note the following:"
252851,,"#Sequinned Steps - LGBT Sydney

##Tour snapshot
Sydney's world-famous Mardi Gras is the evolution of over 200 years of gay and lesbian history in this city. From the gay governor whose conduct scandalised the British Empire to the bright lights of Oxford Street, hear the stories and see the sites that make Sydney one of the friendliest cities for gay and lesbian culture in the world. Your guide brings the hidden history to life, one laneway and landmark at a time.

##Highlights
* Uncover the hidden tales of key gay and lesbian figures who shaped the Sydney landscape
* Walk Oxford Street, the traditional heart of Sydney's gay and lesbian scene
* Learn the story behind the world-famous Sydney Gay and Lesbian Mardi Gras
* Finish with a drink (additional cost) at an iconic gay hangout, and you might just share a table with a drag queen

Inclusions: Local English-speaking guide, choice of alcoholic/non-alcoholic drink (additional cost) at the conclusion of the tour.
Exclusions: Additional food and drink, souvenirs and items of a personal nature, tips or gratuities for your guide.

##Schedule details
Duration: 2 hours
Meeting point: Hyde Park Barracks Piazza (Queens Square, 12 Macquarie Street, Sydney)

Recommended Starting time: 2.00 PM

Ending point: Kinselas Hotel",,"Sydney's world-famous Mardi Gras is the evolution of over 200 years of gay and lesbian history in this city. From the gay governor whose conduct scandalised the British Empire to the bright lights of Oxford Street, hear the stories and see the sites that make Sydney one of the friendliest cities for gay and lesbian culture in the world. Your guide brings the hidden history to life, one laneway and landmark at a time.

Recommended Starting time: 2.00 PM

Ending point: Kinselas Hotel","Uncover the hidden tales of key gay and lesbian figures who shaped the Sydney landscape
Walk Oxford Street, the traditional heart of Sydney's gay and lesbian scene
Learn the story behind the world-famous Sydney Gay and Lesbian Mardi Gras
Finish with a drink (additional cost) at an iconic gay hangout, and you might just share a table with a drag queen",Local English-speaking guide,"Additional food and drink, souvenirs and items of a personal nature, tips or gratuities for your guide.
choice of alcoholic/non-alcoholic drink (additional cost) at the conclusion of the tour.",,,,2 hours,,,,,,,"Hyde Park Barracks Piazza (Queens Square, 12 Macquarie Street, Sydney)",,,,,,,,,,,,,,
186343,,"Program runs consecutively from the day you booked!

Wetsuit and Surfboard provided!

🌊 2-Hour Surf Lesson – What You Can Expect

Get ready for an epic, laid-back surf session with real local surfers! 🤙
🏄‍♂️ Easy check-in, grab your wetsuit & board
☀️ Chill beach intro + simple ocean safety rundown
📚 Learn the basics on the sand — positioning, paddling & the pop-up
🤸‍♂️ Quick warm-up to get the body moving
🌊 Hit the water and catch waves in a safe, shallow spot
🙌 Relaxed vibes, tonnes of encouragement & hands-on coaching
😁 Heaps of fun, confidence-building moments & plenty of waves
🎉 Finish with a quick recap & a big high-five
Perfect for beginners, cruisy learners, or anyone keen for a good time in the ocean. 🌅","## Congratulations!

PFSS is at 107 Beach Street Port Fairy

The program runs consecutively from the date you booked.

Any questions, make sure to reach out and our team will assist you to the best of their abilities!

Looking forward to seeing you rip in the waves!

You don’t really need to bring much to your surf lesson, but try to remember the following items:

Swimwear
Towel
Sunscreen
Drinking water
Your booking voucher (printed or on your phone)
A HUGE smile!!....","Program runs consecutively from the day you booked!

Wetsuit and Surfboard provided!

2-Hour Surf Lesson – What You Can Expect

Get ready for an epic, laid-back surf session with real local surfers! 🤙
🏄‍♂️ Easy check-in, grab your wetsuit & board
☀️ Chill beach intro + simple ocean safety rundown
📚 Learn the basics on the sand — positioning, paddling & the pop-up
🤸‍♂️ Quick warm-up to get the body moving
🌊 Hit the water and catch waves in a safe, shallow spot
🙌 Relaxed vibes, tonnes of encouragement & hands-on coaching
😁 Heaps of fun, confidence-building moments & plenty of waves
🎉 Finish with a quick recap & a big high-five
Perfect for beginners, cruisy learners, or anyone keen for a good time in the ocean. 🌅",,,,,,,2-Hour,,,,,,,,,"You don’t really need to bring much to your surf lesson, but try to remember the following items:

Swimwear
Towel
Sunscreen
Drinking water
Your booking voucher (printed or on your phone)
A HUGE smile!!....",,,PFSS is at 107 Beach Street Port Fairy,,,,,,,,"Any questions, make sure to reach out and our team will assist you to the best of their abilities!",The program runs consecutively from the date you booked.
632761,,"duration: 1.5 hours
meeting_point: Bushfield Farm Camels 490 Back Creek Road Gundaroo, NSW
description: Our camel farm ride ultimate experience give the rider that feeling of calm and being with nature whilst riding our camels around our beautiful farm. You’ll see our animal habitats as you move slowly at a camel pace. After the ride, passengers are able to spend time with all our animals including brushing and take photos with the camels. Children must be 3 years of age. Children 3-5 must ride with a paying adult.

Please note, every person visiting the farm needs to purchase a ticket and will get a full meet and greet experience.
what_is_included: Entry to the farm
30-minute camel ride 
Hands on camel experience
Brushing and cuddling the camels
Beautiful photo opportunities
Meet all our other animals 
Hand feeding of the animals
Access to picnic area to enjoy a BYO lunch

check_in_details: Drive in past the steel camel, and you will see a parking lot 100m down the driveway on the left. Then you will walk 20-30m to the camel sign.
what_to_bring: Don't forget to bring a picnic. After the ride, you can enjoy your lunch in our pinic area under our shady trees.
special_requirements: Children must be 3 years of age. Children 3-5 must ride with a paying adult.",,"Our camel farm ride ultimate experience give the rider that feeling of calm and being with nature whilst riding our camels around our beautiful farm. You’ll see our animal habitats as you move slowly at a camel pace. After the ride, passengers are able to spend time with all our animals including brushing and take photos with the camels.",,"Entry to the farm
30-minute camel ride
Hands on camel experience
Brushing and cuddling the camels
Beautiful photo opportunities
Meet all our other animals
Hand feeding of the animals
Access to picnic area to enjoy a BYO lunch",,,,"Don't forget to bring a picnic. After the ride, you can enjoy your lunch in our pinic area under our shady trees.",1.5 hours,"Children must be 3 years of age. Children 3-5 must ride with a paying adult.
Please note, every person visiting the farm needs to purchase a ticket and will get a full meet and greet experience.",,"Drive in past the steel camel, and you will see a parking lot 100m down the driveway on the left. Then you will walk 20-30m to the camel sign.",,,,"Bushfield Farm Camels 490 Back Creek Road Gundaroo, NSW",,,,,,,,,,,,,,
296274,,"## What's involved: 
Depart from Dongara and enjoy the drive through the picturesque Chapman Valley to the Burnt Barrel. Famous for its low and slow smoked Kansas-City Style BBQ, coupled with cold beers brewed onsite. 

Upon arrival you will receive a Burnt Barrel tasting board featuring some of their signature meats accompanied by a paddle of paired home-brewed beers and cider to get you started. If you can't resist the temptation of trying more of their elaborate menu, you have the option of ordering additional food and beverages at your own cost before boarding the bus with full bellies and an impending meat coma to return to Dongara.","Thank you for booking with New Leaf Connect, we are looking forward to having you join us for our 'Burnt Barrel Meat Feast'!

If you selected your pick up location as the 'Central Meeting Point: Tyford+Co Gift Shop' we will see you there (29 Moreton Terrace, Dongara) at 10am on the day. If you selected your pick up location to be from a 'Local Accommodation Provider' we will be in touch the day before to confirm your exact pick up time. In the event that you need to reach out, please don't hesitate to give us a call on 0474 922 552.

We look forward to turning over a new leaf with you, see you soon!","Depart from Dongara and enjoy the drive through the picturesque Chapman Valley to the Burnt Barrel. Famous for its low and slow smoked Kansas-City Style BBQ, coupled with cold beers brewed onsite.

Upon arrival you will receive a Burnt Barrel tasting board featuring some of their signature meats accompanied by a paddle of paired home-brewed beers and cider to get you started.",,,"If you can't resist the temptation of trying more of their elaborate menu, you have the option of ordering additional food and beverages at your own cost before boarding the bus with full bellies and an impending meat coma to return to Dongara.",,,,,,,,,,,,,,,,"If you selected your pick up location as the 'Central Meeting Point: Tyford+Co Gift Shop' (29 Moreton Terrace, Dongara)",,we will see you there at 10am on the day. If you selected your pick up location to be from a 'Local Accommodation Provider' we will be in touch the day before to confirm your exact pick up time.,,,,,,"In the event that you need to reach out, please don't hesitate to give us a call on 0474 922 552.",
678270,,"duration: 1 Hour
meeting_point: Pahiatua Station 
description: Travel on New Zealand’s only Mainline Heritage Railcar!

Operating in conjunction with our Open Day.

Experience rail travel from a bygone age and join us on board our Standard Railcar RM31 “Tokomaru” for a return journey from Pahiatua to Newman on the Wairarapa Line.

Arriving at Newman we stop briefly for the driver to change ends for the return journey.

Seats are limited, bookings essential!
what_is_included: - Open Day Entry
- Return Railcar travel from Pahiatua to Newman
itinerary: 🎟️ Railcar Departs Napier
- 9:30am
- 10:35am
- 12:10pm
- 1:15pm
- 2:20pm
check_in_details: Please arrive at your boarding station at least 10 minutes before the advertised departure time.
disclaimers: Limited Mobility Disclaimer
=
Due to the age, design and nature of the heritage railcar, these are not suitable for passengers with limited mobility. If you have any concerns, please contact us at bookings@railcars.co.nz to discuss options with our bookings team!

Booking Disclaimer
=
Please check your seat selection carefully before completing the booking process, once booked seats will not be reassigned.

All tickets and seating allocations are sent via email, within 48 hours prior to the departure of this excursion.","- Ticket includes entry to the Open Day, please present at the gate.
- Please arrive at the departure station 10 mins prior to the departure time.","Travel on New Zealand’s only Mainline Heritage Railcar!

Operating in conjunction with our Open Day.

Experience rail travel from a bygone age and join us on board our Standard Railcar RM31 “Tokomaru” for a return journey from Pahiatua to Newman on the Wairarapa Line.

Arriving at Newman we stop briefly for the driver to change ends for the return journey.

Seats are limited, bookings essential!

🎟️ Railcar Departs Napier
- 9:30am
- 10:35am
- 12:10pm
- 1:15pm
- 2:20pm",,"- Open Day Entry
- Return Railcar travel from Pahiatua to Newman",,,,,1 Hour,,,Please arrive at your boarding station at least 10 minutes before the advertised departure time.,,,,Pahiatua Station,"Limited Mobility Disclaimer
=
Due to the age, design and nature of the heritage railcar, these are not suitable for passengers with limited mobility. If you have any concerns, please contact us at bookings@railcars.co.nz to discuss options with our bookings team!

Booking Disclaimer
=
Please check your seat selection carefully before completing the booking process, once booked seats will not be reassigned.

All tickets and seating allocations are sent via email, within 48 hours prior to the departure of this excursion.",,,"Ticket includes entry to the Open Day,",departure station,please present at the gate.,Please arrive at the departure station 10 mins prior to the departure time.,,,,,,,
104033,,"description: #Ocean Swimming

_________________
##Rates
$15 per Adult

_________________
##Duration

1 Hour
_________________
##About

Recreational Swim Classes for Fitness, and Healthy minds.

These recreational lessons are for anyone wanting to enjoy swimming as apart of their weekly fitness regime, it is great for the mind and body allowing yourself to enjoy the flow in the water. I believe that swimming can be effortless for everyone once that have been taught the basic techniques. We utilse fins (flippers)and Pull bouys to start you out with ease.

We focus on breathing techniques to allow your mind to slow down, and enjoy the feel of the water.
Kickng sets to strengthen and tone legs and your core, limiting the chances of injury.
For those who just love being in the water this is fun and doable for any level of swimmer.
Great for anyone who is wanting to keep fit whilst rehabilitating from any injury","#Location

We presently meet at the right hand side of the Burleigh Heads Surf Life Savings Club. 

**Goodwin Terrace & Gold Coast Highway, Burleigh Heads QLD 4220**

![Description of image](https://cdn.filestackcontent.com/XAiLstc0TJy2vQHJVuIe)

#[Click here for directions!](https://goo.gl/maps/uSpqJmNM6Xm)

___________________________________
## What to Bring
- Swimmers and or boardshorts
- Towel
- Water bottle
- Voucher for the lesson
- Suncreen

##Participation Form 

Please sign and date our compulsory [participation form](https://cdn.filestackcontent.com/quBRjAFuTeyNJCMaUOQb) and bring along with you on the day.","Ocean Swimming

Recreational Swim Classes for Fitness, and Healthy minds.

These recreational lessons are for anyone wanting to enjoy swimming as apart of their weekly fitness regime, it is great for the mind and body allowing yourself to enjoy the flow in the water. I believe that swimming can be effortless for everyone once that have been taught the basic techniques. We utilse fins (flippers)and Pull bouys to start you out with ease.

We focus on breathing techniques to allow your mind to slow down, and enjoy the feel of the water.
Kickng sets to strengthen and tone legs and your core, limiting the chances of injury.
For those who just love being in the water this is fun and doable for any level of swimmer.
Great for anyone who is wanting to keep fit whilst rehabilitating from any injury",,,,,,,1 Hour,,,,,,,,$15 per Adult,"- Swimmers and or boardshorts
- Towel
- Water bottle
- Voucher for the lesson
- Suncreen",,,"We presently meet at the right hand side of the Burleigh Heads Surf Life Savings Club.

Goodwin Terrace & Gold Coast Highway, Burleigh Heads QLD 4220

https://cdn.filestackcontent.com/XAiLstc0TJy2vQHJVuIe

https://goo.gl/maps/uSpqJmNM6Xm",,,,,,,Please sign and date our compulsory participation form (https://cdn.filestackcontent.com/quBRjAFuTeyNJCMaUOQb) and bring along with you on the day.,,
201040,,"description: #Intimate guided walk through Puketi Forest, the ancient kauri rainforest (15,000 hectares) close to the Bay Islands.
___________________________________
## Rates
**Adults (Ages 13+):** $140
**Children (Ages 6 to 12):** $72
**Children (Ages 5 and under):** Free

## Duration
3 hours 

## About
With over 360 indigenous species of plants, this subtropical rainforest is one of the most diverse in New Zealand. Learn to recognise and name some of the native trees: the mighty kauri, tawa, rimu, totara and nikau (New Zealand’s native palm tree) to mention just a few. Listen and maybe see the native birds: tui, fantail, pied tit, fernbird and kukupa. Spot the Northland green gecko and tusked weta.

Experienced guides with a passion for conservation share their stories and knowledge:
Learn more about the unique flora and fauna. Discover what’s threatening New Zealand’s subtropical rainforests: possums, stoats, ferrets and kauri dieback and what we can do to protect the eco system.

## MORE INFORMATION
Departure times:
9.30am or 2.30pm

Small groups:
Minimum 2 people
Maximum 6 people

Fitness level:
Light to moderate

What to bring:
Backpack, good walking shoes, light jacket, hat and sunscreen

What’s provided:
Bottled water and morning/afternoon tea","**Please note you must arrive 15 minutes prior to the tour departure.**

#What to bring:
Backpack, good walking shoes, light jacket, hat and sunscreen

#What’s provided:
Bottled water and morning/afternoon tea","Intimate guided walk through Puketi Forest, the ancient kauri rainforest (15,000 hectares) close to the Bay Islands.

With over 360 indigenous species of plants, this subtropical rainforest is one of the most diverse in New Zealand. Learn to recognise and name some of the native trees: the mighty kauri, tawa, rimu, totara and nikau (New Zealand’s native palm tree) to mention just a few. Listen and maybe see the native birds: tui, fantail, pied tit, fernbird and kukupa. Spot the Northland green gecko and tusked weta.

Experienced guides with a passion for conservation share their stories and knowledge:
Learn more about the unique flora and fauna. Discover what’s threatening New Zealand’s subtropical rainforests: possums, stoats, ferrets and kauri dieback and what we can do to protect the eco system.

9.30am or 2.30pm

Minimum 2 people
Maximum 6 people",,Bottled water and morning/afternoon tea,,,,"Backpack, good walking shoes, light jacket, hat and sunscreen",3 hours,Light to moderate,,,,,,,"Adults (Ages 13+): $140
Children (Ages 6 to 12): $72
Children (Ages 5 and under): Free","Backpack, good walking shoes, light jacket, hat and sunscreen",,Bottled water and morning/afternoon tea,,,Please note you must arrive 15 minutes prior to the tour departure.,,,,,,,
338201,,"This is a fantastic choice for those wanting to explore Lake Wanaka by stand up paddle board (SUP) on your own agenda. It’s also a great choice for families!
##Duration 
1, 2 & 3hrs 
##About 
Popular places to explore by paddle include around the bay to Eely Point, that ‘famous Wanaka tree’, Waterfall creek and the favourite Ruby island!

We offer New Zealand made Red brand stand up paddle boards (SUP).

With all of our beach rentals you must bring a buddy if your intention is to paddle for more than 1 hour.
##More Info 
Age 6 -17 needs parents written approval 
##What to bring 
All you need to bring is clothing that you don’t mind getting wet, and anything else you might want to deal with the current weather (sunglasses, hat, sunscreen, raincoat, fleece, water bottle, snacks, etc.) If you are going out for 2 or more hours you should also bring a cell phone that works in New Zealand as an emergency contact.","##What to bring
All you need to bring is clothing that you don’t mind getting wet, and anything else you might want to deal with the current weather (sunglasses, hat, sunscreen, raincoat, fleece, water bottle, snacks, etc.) If you are going out for 2 or more hours you should also bring a cell phone that works in New Zealand as an emergency contact.","This is a fantastic choice for those wanting to explore Lake Wanaka by stand up paddle board (SUP) on your own agenda. It’s also a great choice for families.

Popular places to explore by paddle include around the bay to Eely Point, that ‘famous Wanaka tree’, Waterfall creek and the favourite Ruby island!

We offer New Zealand made Red brand stand up paddle boards (SUP).",,,,,,"All you need to bring is clothing that you don’t mind getting wet, and anything else you might want to deal with the current weather (sunglasses, hat, sunscreen, raincoat, fleece, water bottle, snacks, etc.) If you are going out for 2 or more hours you should also bring a cell phone that works in New Zealand as an emergency contact.","1, 2 & 3hrs","Age 6 -17 needs parents written approval

With all of our beach rentals you must bring a buddy if your intention is to paddle for more than 1 hour.",,,,,,,,"All you need to bring is clothing that you don’t mind getting wet, and anything else you might want to deal with the current weather (sunglasses, hat, sunscreen, raincoat, fleece, water bottle, snacks, etc.) If you are going out for 2 or more hours you should also bring a cell phone that works in New Zealand as an emergency contact.",,,,,,,,,,,,
559785,,"meeting_point: Milford Sound
description: #Join us aboard our boutique catamaran the **Fiordland Jewel** for our small group morning cruise

##Duration
1 hour 

##About
Enjoy chef-prepared cuisine while taking in the breathtaking landscapes and local wildlife of **Milford Sound**. 

- With a boutique atmosphere the Fiordland Jewel was designed specifically to take in the stunning scenery and offers comfortable lounges, seated dining, and full sea views from our main saloon or outdoor areas.
- Enjoy chef-prepared light refreshments while onboard - all dietary requirements are catered for. Please advise us of your dietaries in advance for our chef's preparation. Complimentary tea & coffee is available.
- Our knowledgeable crew will share stories and point out wildlife such as seals, penguins, and dolphins that we may encounter as we cruise the fiord.
- If you wish to enjoy wine, beer and other beverages from our licensed bar, payment can be made by EFTPOS or CREDIT CARD.

##More info
Operating from:
Saturday November 9, 2024 to Monday April 21, 2025.
Heli boarding at 10.15am. Heli departure at 11.30am.

##What to bring
- Non-slip shoes 
- Waterproof jacket
- Warm sweater or fleece jacket","##Arrival/Departure by Helicopter - in Harrison's Cove
Land on boat at 10.15am | departure from boat - 11.30am 

Cruise of Milford Sound and light refreshments

##What to bring
- Non-slip shoes
- Waterproof jacket
- Warm sweater or fleece jacket","#Join us aboard our boutique catamaran the **Fiordland Jewel** for our small group morning cruise

Enjoy chef-prepared cuisine while taking in the breathtaking landscapes and local wildlife of **Milford Sound**.

- With a boutique atmosphere the Fiordland Jewel was designed specifically to take in the stunning scenery and offers comfortable lounges, seated dining, and full sea views from our main saloon or outdoor areas.
- Enjoy chef-prepared light refreshments while onboard - all dietary requirements are catered for. Please advise us of your dietaries in advance for our chef's preparation. Complimentary tea & coffee is available.
- Our knowledgeable crew will share stories and point out wildlife such as seals, penguins, and dolphins that we may encounter as we cruise the fiord.
- If you wish to enjoy wine, beer and other beverages from our licensed bar, payment can be made by EFTPOS or CREDIT CARD.
Operating from:
Saturday November 9, 2024 to Monday April 21, 2025.",,,,"Heli boarding at 10.15am.
Heli departure at 11.30am.",,"- Non-slip shoes 
- Waterproof jacket
- Warm sweater or fleece jacket",1 hour,,,,,,,Milford Sound,,"- Non-slip shoes
- Waterproof jacket
- Warm sweater or fleece jacket",,Cruise of Milford Sound and light refreshments,Harrison's Cove,,"Arrival/Departure by Helicopter
Land on boat at 10.15am | departure from boat - 11.30am",,,,,,,
